Municipality,Living_area,Built_on,House_type,Lift,Balcony,Final_Price
Årjäng,150.0,2001-2010,Villa,No,No,1.5
Gävl,130.0,1951-2000,Villa,No,No,2.69
Haning,106.0,1951-2000,Villa,No,No,5.74
Fal,39.0,1951-2000,Villa,No,No,1.68
Botkyrk,83.0,2011-present,Villa,No,No,6.64
Uddevall,64.0,1951-2000,Villa,No,No,2.44
Tidaholm,109.0,1951-2000,Villa,No,No,1.92
Östhammar,73.0,1900-1950,Villa,No,No,2.8
Göteborg,80.0,1951-2000,Villa,No,No,3.89
Sollentun,235.0,2011-present,Villa,No,No,7.8
Velling,150.0,1951-2000,Villa,No,No,5.0
Sollentun,147.0,2001-2010,Villa,No,No,8.3
Eker,234.0,1951-2000,Villa,No,No,12.29
Emmabod,15.0,1900-1950,Villa,No,No,1.5
Vallentun,145.0,1951-2000,Villa,No,No,4.97
Göteborg,114.0,2001-2010,Villa,No,No,4.26
Kungsback,65.0,1951-2000,Villa,No,No,2.45
Västerå,145.0,2011-present,Villa,No,No,5.36
Täb,151.0,1951-2000,Villa,No,No,11.14
Karlskron,92.0,1900-1950,Villa,No,No,0.9
Helsingborg,189.0,2001-2010,Villa,No,No,8.99
Österåker,160.0,2001-2010,Villa,No,No,5.55
Kristinehamn,135.0,2011-present,Villa,No,No,1.1
Trelleborg,165.0,2011-present,Villa,No,No,7.16
Svedal,128.0,1951-2000,Villa,No,No,3.72
Boden,92.0,1951-2000,Villa,No,No,1.29
Hudding,126.0,1951-2000,Villa,No,No,5.29
Varberg,74.0,1951-2000,Villa,No,No,2.65
Timr,103.0,1900-1950,Villa,No,No,1.18
Säffl,92.0,1900-1950,Villa,No,No,0.58
Var,148.0,1951-2000,Villa,No,No,0.96
Österåker,160.0,1951-2000,Villa,No,No,7.05
Eker,282.0,2001-2010,Villa,No,No,18.75
Vingåker,147.0,1951-2000,Villa,No,No,1.35
Hammar,111.0,2011-present,Villa,No,No,4.14
Borläng,115.0,1951-2000,Villa,No,No,3.4
Värnam,154.0,2011-present,Villa,No,No,2.55
Värnam,106.0,1951-2000,Villa,No,No,2.15
Eker,100.0,1951-2000,Villa,No,No,4.0
Arvik,144.0,1900-1950,Villa,No,No,2.95
Osb,599.0,2011-present,Villa,No,No,1.8
Borgholm,124.0,2011-present,Villa,No,No,5.74
Varberg,107.0,1951-2000,Villa,No,No,4.35
Liding,213.0,2011-present,Villa,No,No,20.3
Sollentun,199.0,1951-2000,Villa,No,No,11.9
Lekeberg,120.0,1900-1950,Villa,No,No,2.47
Lidköping,85.0,1951-2000,Villa,No,No,2.4
Örebr,89.0,1951-2000,Villa,No,No,0.67
Örebr,160.0,1951-2000,Villa,No,No,2.32
Strömstad,104.0,2011-present,Villa,No,No,3.99
Enköping,165.0,1900-1950,Villa,No,No,4.47
Kungälv,150.0,1951-2000,Villa,No,No,4.35
S,181.0,2011-present,Villa,No,No,5.84
Skurup,171.0,1951-2000,Villa,No,No,3.49
Karlstad,74.0,1900-1950,Villa,No,No,1.53
Kristianstad,160.0,1900-1950,Villa,No,No,3.55
Linköping,100.0,2011-present,Villa,No,No,1.38
Strängnä,130.0,2011-present,Villa,No,No,4.44
Strängnä,110.0,2011-present,Villa,No,No,3.14
Trelleborg,151.0,2011-present,Villa,No,No,4.3
Essung,110.0,2011-present,Villa,No,No,1.65
Al,142.0,1951-2000,Villa,No,No,3.89
Stockholm,113.0,1900-1950,Villa,No,No,11.04
Stockholm,189.0,1900-1950,Villa,No,No,13.15
ÖstraGöing,156.0,1900-1950,Villa,No,No,1.4
Ystad,204.0,1900-1950,Villa,No,No,6.54
Heb,137.0,1900-1950,Villa,No,No,2.4
Täb,123.0,1951-2000,Villa,No,No,7.95
Karlskron,237.0,1900-1950,Villa,No,No,7.0
Lerum,141.0,1951-2000,Villa,No,No,3.45
Kil,145.0,1951-2000,Villa,No,No,2.49
Öcker,165.0,1900-1950,Villa,No,No,5.69
Uppsal,190.0,1900-1950,Villa,No,No,4.9
Mölndal,140.0,2001-2010,Villa,No,No,5.89
Linköping,133.0,1951-2000,Villa,No,No,3.4
Hofor,112.0,1900-1950,Villa,No,No,0.96
Södertälj,166.0,1900-1950,Villa,No,No,3.99
Nack,164.0,1951-2000,Villa,No,No,10.84
Göteborg,171.0,1951-2000,Villa,No,No,6.3
Tyres,112.0,1900-1950,Villa,No,No,7.39
Norrköping,180.0,1900-1950,Villa,No,No,4.2
Borå,139.0,1951-2000,Villa,No,No,4.15
Härnösand,155.0,1900-1950,Villa,No,No,0.9
Jönköping,140.0,1951-2000,Villa,No,No,4.5
Hudding,160.0,2001-2010,Villa,No,No,8.65
Stockholm,128.0,1900-1950,Villa,No,No,10.79
Karlstad,123.0,2001-2010,Villa,No,No,4.28
Gagnef,50.0,2011-present,Villa,No,No,0.63
Al,120.0,1900-1950,Villa,No,No,1.09
LillaEdet,33.0,1900-1950,Villa,No,No,0.74
Örebr,30.0,2011-present,Fritidshus,No,No,0.48
Norrtälj,58.0,1951-2000,Fritidshus,No,No,1.82
Soln,20.0,2011-present,Fritidshus,No,No,0.72
Täb,20.0,1951-2000,Fritidshus,No,No,0.89
Örkelljung,56.0,1951-2000,Fritidshus,No,No,0.5
Nyköping,60.0,Before 1900s,Fritidshus,No,No,0.5
Hofor,35.0,2011-present,Fritidshus,No,No,2.68
Nyköping,60.0,1951-2000,Fritidshus,No,No,2.99
Uppsal,62.0,2011-present,Fritidshus,No,No,0.57
Strängnä,58.0,1951-2000,Fritidshus,No,No,1.99
Strömstad,76.0,1951-2000,Fritidshus,No,No,2.54
Bengtsfor,15.0,2001-2010,Fritidshus,No,No,1.04
Västerå,50.0,2011-present,Fritidshus,No,No,0.89
Norrköping,100.0,1951-2000,Fritidshus,No,No,1.45
Norrtälj,61.0,1951-2000,Fritidshus,No,No,1.64
Uppsal,20.0,1951-2000,Fritidshus,No,No,0.57
Göteborg,8.0,2011-present,Fritidshus,No,No,0.83
Västerå,79.0,1900-1950,Fritidshus,No,No,7.09
Sal,80.0,Before 1900s,Fritidshus,No,No,0.64
Boxholm,91.0,2001-2010,Fritidshus,No,No,3.5
Gotland,55.0,1951-2000,Fritidshus,No,No,2.65
Smedjebacken,40.0,1900-1950,Fritidshus,No,No,0.65
Nynäshamn,49.0,1951-2000,Fritidshus,No,No,2.4
Göteborg,35.0,1900-1950,Fritidshus,No,No,1.25
Eskilstun,44.0,1951-2000,Fritidshus,No,No,1.68
Eskilstun,60.0,1900-1950,Fritidshus,No,No,2.55
Skellefte,36.0,1951-2000,Fritidshus,No,No,0.25
Kalma,35.0,1900-1950,Fritidshus,No,No,0.89
Gävl,60.0,1951-2000,Fritidshus,No,No,0.62
Österåker,65.0,2011-present,Fritidshus,No,No,4.19
Torsb,22.0,1951-2000,Fritidshus,No,No,0.38
Tjörn,52.0,1951-2000,Fritidshus,No,No,1.98
Kristianstad,49.0,2011-present,Fritidshus,No,No,2.1
Södertälj,60.0,1951-2000,Fritidshus,No,No,0.78
Norrtälj,40.0,1951-2000,Fritidshus,No,No,0.79
Sundsvall,25.0,1951-2000,Fritidshus,No,No,0.62
Hammar,42.0,1900-1950,Fritidshus,No,No,1.95
Mönsterå,50.0,2011-present,Fritidshus,No,No,0.0
Västerå,30.0,2011-present,Fritidshus,No,No,0.55
Örebr,94.0,1900-1950,Fritidshus,No,No,1.69
Hässleholm,47.0,2001-2010,Fritidshus,No,No,1.0
Norrtälj,22.0,1951-2000,Fritidshus,No,No,0.94
Torsb,90.0,1951-2000,Fritidshus,No,No,0.62
Surahammar,40.0,1900-1950,Fritidshus,No,No,0.8
Västervik,66.0,1951-2000,Fritidshus,No,No,2.25
Sjöb,94.0,1951-2000,Fritidshus,No,No,2.03
Varberg,10.0,2001-2010,Fritidshus,No,No,0.46
Norrtälj,79.0,Before 1900s,Fritidshus,No,No,3.0
Norrtälj,36.0,1951-2000,Fritidshus,No,No,0.94
Jönköping,46.0,1951-2000,Fritidshus,No,No,1.02
Sundsvall,35.0,2011-present,Fritidshus,No,No,0.59
Örkelljung,42.0,1951-2000,Fritidshus,No,No,0.88
Norrköping,25.5,1900-1950,Fritidshus,No,No,0.83
Örnsköldsvik,35.0,2011-present,Fritidshus,No,No,0.03
Halmstad,27.0,1900-1950,Fritidshus,No,No,1.84
Vänersborg,10.0,2011-present,Fritidshus,No,No,0.16
Östhammar,37.0,1951-2000,Fritidshus,No,No,0.77
Klippan,53.0,1951-2000,Fritidshus,No,No,0.7
Mönsterå,50.0,1900-1950,Fritidshus,No,No,0.03
Malm,40.0,1951-2000,Fritidshus,No,No,0.76
Malm,40.0,1951-2000,Fritidshus,No,No,0.43
Uppsal,66.0,2011-present,Fritidshus,No,No,2.01
Malm,50.0,1951-2000,Fritidshus,No,No,0.54
Borläng,45.0,1951-2000,Fritidshus,No,No,0.52
Härjedalen,98.0,2011-present,Fritidshus,No,No,7.8
Ronneb,76.0,2011-present,Fritidshus,No,No,3.1
Skinnskatteberg,59.0,1951-2000,Fritidshus,No,No,1.05
Haning,76.0,2011-present,Fritidshus,No,No,2.99
Torså,51.0,1951-2000,Fritidshus,No,No,0.87
Orus,72.0,1951-2000,Fritidshus,No,No,3.9
Katrineholm,45.0,1951-2000,Fritidshus,No,No,1.44
Surahammar,16.0,1900-1950,Fritidshus,No,No,0.9
Arbog,47.0,1951-2000,Fritidshus,No,No,1.2
Västerå,40.0,1951-2000,Fritidshus,No,No,0.59
Eker,45.0,1951-2000,Fritidshus,No,No,1.79
Hallsberg,45.0,2011-present,Fritidshus,No,No,0.65
Oxelösund,40.0,1951-2000,Fritidshus,No,No,1.49
Göteborg,33.0,2011-present,Fritidshus,No,No,1.25
Göteborg,33.0,2011-present,Fritidshus,No,No,1.25
Södertälj,42.0,1951-2000,Fritidshus,No,No,1.09
Västervik,66.0,2011-present,Fritidshus,No,No,3.03
Linköping,18.0,2011-present,Fritidshus,No,No,0.4
Kristianstad,32.0,1900-1950,Fritidshus,No,No,1.55
Kalma,25.0,2011-present,Fritidshus,No,No,0.45
Värmd,58.0,1951-2000,Fritidshus,No,No,3.37
Sunn,60.0,1951-2000,Fritidshus,No,No,0.8
Göteborg,35.0,1951-2000,Fritidshus,No,No,1.0
Eskilstun,40.0,1951-2000,Fritidshus,No,No,0.35
Sunn,60.0,1900-1950,Fritidshus,No,No,0.25
Karlskog,19.0,2011-present,Fritidshus,No,No,0.37
Södertälj,55.0,1951-2000,Fritidshus,No,No,1.2
Uddevall,32.0,2011-present,Fritidshus,No,No,0.88
Gotland,76.0,2011-present,Fritidshus,No,No,0.75
Uppsal,49.0,2011-present,Fritidshus,No,No,1.4
Gnosj,63.0,1951-2000,Fritidshus,No,No,1.25
Norrtälj,40.0,1951-2000,Fritidshus,No,No,0.7
Sandviken,23.0,2011-present,Fritidshus,No,No,0.44
Värmd,40.0,2011-present,Fritidshus,No,No,0.7
Värmd,114.0,1900-1950,Fritidshus,No,No,11.0
Norrtälj,50.0,1951-2000,Fritidshus,No,No,1.34
Ystad,53.2,2011-present,Fritidshus,No,No,1.15
Uddevall,76.0,2011-present,Fritidshus,No,No,1.49
Kristianstad,49.0,1900-1950,Fritidshus,No,No,3.09
Arvik,23.0,1951-2000,Fritidshus,No,No,2.03
Norrtälj,84.0,1900-1950,Fritidshus,No,No,10.0
Orus,45.0,1951-2000,Fritidshus,No,No,2.0
Kali,76.0,2011-present,Fritidshus,No,No,0.55
Täb,143.0,1951-2000,Parhus,No,No,10.4
Stockholm,105.0,1900-1950,Parhus,No,No,8.0
Trelleborg,129.0,1951-2000,Parhus,No,No,4.1
Halmstad,139.0,1951-2000,Parhus,No,No,3.48
Värmd,106.0,2011-present,Parhus,No,No,3.74
Nyköping,154.0,2011-present,Parhus,No,No,2.94
Jönköping,81.0,1951-2000,Parhus,No,No,2.04
Norrtälj,140.0,2011-present,Parhus,No,No,5.1
Östhammar,120.5,1951-2000,Parhus,No,No,1.03
Falkenberg,144.0,2011-present,Parhus,No,No,3.49
Stockholm,122.0,2011-present,Parhus,No,No,7.19
Nack,110.6,2011-present,Parhus,No,No,4.34
Mörbylång,120.0,1951-2000,Parhus,No,No,2.07
Liding,163.0,1951-2000,Parhus,No,No,16.3
Linköping,103.8,2011-present,Parhus,No,No,3.49
Sollentun,144.0,2011-present,Parhus,No,No,5.95
Svedal,123.0,2011-present,Parhus,No,No,3.42
Täb,135.0,1951-2000,Parhus,No,No,5.95
Hudding,142.0,2011-present,Parhus,No,No,4.29
Malm,106.0,1900-1950,Parhus,No,No,6.07
Stockholm,136.0,1951-2000,Parhus,No,No,4.95
Värmd,118.0,1900-1950,Parhus,No,No,7.85
Täb,130.0,1951-2000,Parhus,No,No,8.88
Trelleborg,114.0,1951-2000,Parhus,No,No,3.72
Härryd,100.0,2001-2010,Parhus,No,No,6.05
Bjuv,109.0,1951-2000,Parhus,No,No,1.13
Linköping,113.0,1951-2000,Parhus,No,No,1.69
Nack,116.0,1951-2000,Parhus,No,No,8.14
Haning,76.0,2011-present,Parhus,No,No,5.0
Botkyrk,135.0,2001-2010,Parhus,No,No,6.62
Danderyd,139.0,1951-2000,Parhus,No,No,8.75
Borgholm,118.0,2011-present,Parhus,No,No,2.29
Österåker,105.0,2011-present,Parhus,No,No,3.0
Uppsal,135.0,2011-present,Parhus,No,No,5.8
Värmd,105.0,2011-present,Parhus,No,No,5.5
Sigtun,147.0,2011-present,Parhus,No,No,5.3
Växj,105.0,2011-present,Parhus,No,No,2.75
Norrköping,124.0,2011-present,Parhus,No,No,2.45
Al,117.0,2011-present,Parhus,No,No,3.2
Täb,165.0,1951-2000,Parhus,No,No,6.5
Järfäll,133.0,2011-present,Parhus,No,No,5.1
Järfäll,107.5,2011-present,Parhus,No,No,3.19
Tanum,142.0,2001-2010,Parhus,No,No,2.29
Gävl,128.0,2011-present,Parhus,No,No,3.35
Varberg,76.0,2011-present,Tomt,No,No,1.89
Vadsten,76.0,2011-present,Tomt,No,No,1.39
Örebr,76.0,2011-present,Tomt,No,No,0.4
Nordanstig,76.0,2011-present,Tomt,No,No,0.58
Eker,76.0,2011-present,Tomt,No,No,4.99
Vänersborg,76.0,2011-present,Tomt,No,No,0.63
Uddevall,76.0,2011-present,Tomt,No,No,0.4
Norrköping,76.0,2011-present,Tomt,No,No,1.25
Kalma,76.0,2011-present,Tomt,No,No,5.45
Stenungsund,76.0,2011-present,Tomt,No,No,4.98
Sölvesborg,76.0,2011-present,Tomt,No,No,0.7
Strömsund,113.0,1951-2000,Kedjehus,No,No,0.58
Linköping,141.0,2001-2010,Kedjehus,No,No,5.59
Järfäll,120.0,1951-2000,Kedjehus,No,No,4.58
Sandviken,135.0,1951-2000,Kedjehus,No,No,1.8
Karlskog,148.0,1951-2000,Kedjehus,No,No,1.44
Trelleborg,83.0,1900-1950,Kedjehus,No,No,2.68
Lund,139.0,2011-present,Kedjehus,No,No,6.6
Stockholm,96.0,1951-2000,Kedjehus,No,No,4.32
Liding,149.0,1951-2000,Kedjehus,No,No,10.95
Linköping,154.0,1951-2000,Kedjehus,No,No,4.19
Fal,106.0,1951-2000,Kedjehus,No,No,2.8
Skövd,150.0,1951-2000,Kedjehus,No,No,2.86
Sollentun,127.0,1951-2000,Kedjehus,No,No,5.65
Gävl,124.0,1951-2000,Kedjehus,No,No,2.9
Järfäll,97.0,1951-2000,Kedjehus,No,No,4.14
Älmhult,123.0,1951-2000,Kedjehus,No,No,2.33
Ume,140.0,1951-2000,Kedjehus,No,No,2.6
Österåker,120.0,1951-2000,Kedjehus,No,No,3.61
Västerå,139.0,2011-present,Kedjehus,No,No,5.65
Falköping,156.0,1951-2000,Kedjehus,No,No,3.35
Helsingborg,170.0,1951-2000,Kedjehus,No,No,5.0
Järfäll,146.0,2011-present,Kedjehus,No,No,8.0
Härnösand,173.0,1951-2000,Kedjehus,No,No,1.97
Mor,88.0,1951-2000,Kedjehus,No,No,2.3
Sollentun,166.0,1951-2000,Kedjehus,No,No,5.95
Sollentun,166.0,1951-2000,Kedjehus,No,No,5.95
Skellefte,144.0,1951-2000,Kedjehus,No,No,3.94
Grum,119.0,1951-2000,Kedjehus,No,No,1.49
Halmstad,115.0,1951-2000,Kedjehus,No,No,3.6
Gävl,118.0,1951-2000,Kedjehus,No,No,2.19
Norrtälj,81.0,2011-present,Lägenhet,No,Yes,2.11
Gislaved,61.4,1951-2000,Lägenhet,No,Yes,0.36
Uppsal,39.5,1900-1950,Lägenhet,No,Yes,2.09
Sundsvall,38.5,1951-2000,Lägenhet,No,Yes,0.4
Västerå,54.0,2011-present,Lägenhet,Yes,Yes,2.54
Österåker,61.0,2011-present,Lägenhet,Yes,Yes,2.5
Malm,93.0,1900-1950,Lägenhet,Yes,Yes,6.47
Stockholm,70.0,1951-2000,Lägenhet,No,Yes,1.59
Göteborg,66.5,1951-2000,Lägenhet,Yes,Yes,1.74
Malm,87.5,1951-2000,Lägenhet,Yes,Yes,1.8
Ume,55.5,1900-1950,Lägenhet,No,Yes,2.0
Täb,48.0,1951-2000,Lägenhet,Yes,Yes,2.54
Knivst,55.9,2011-present,Lägenhet,No,Yes,1.83
Göteborg,113.0,1951-2000,Lägenhet,Yes,Yes,1.62
Stockholm,57.0,1900-1950,Lägenhet,No,Yes,2.66
Stockholm,92.0,2011-present,Lägenhet,Yes,Yes,11.2
Skellefte,48.0,2011-present,Lägenhet,Yes,Yes,1.55
Göteborg,61.0,1951-2000,Lägenhet,Yes,Yes,2.2
Sundsvall,36.0,1951-2000,Lägenhet,No,Yes,0.82
Stockholm,35.0,1900-1950,Lägenhet,No,No,2.6
Göteborg,112.0,2011-present,Lägenhet,No,No,4.49
Skövd,77.5,1951-2000,Lägenhet,No,Yes,1.33
Lomm,85.5,1951-2000,Lägenhet,No,Yes,2.77
Malm,74.0,2011-present,Lägenhet,Yes,Yes,4.4
Göteborg,44.0,1900-1950,Lägenhet,No,No,1.8
Malm,62.0,1951-2000,Lägenhet,Yes,Yes,1.5
Nyköping,56.5,1951-2000,Lägenhet,No,Yes,1.21
Göteborg,74.3,1951-2000,Lägenhet,No,Yes,1.65
Göteborg,95.0,2001-2010,Lägenhet,Yes,Yes,5.69
Malm,54.0,2011-present,Lägenhet,Yes,Yes,2.53
Malm,108.5,1951-2000,Lägenhet,Yes,Yes,2.39
Gävl,92.0,Before 1900s,Lägenhet,Yes,No,2.04
Skellefte,26.5,1951-2000,Lägenhet,No,No,0.59
Ume,58.5,2011-present,Lägenhet,Yes,Yes,1.69
Härnösand,66.0,1900-1950,Lägenhet,No,Yes,0.65
Uppsal,54.0,1900-1950,Lägenhet,No,Yes,1.94
C,75.5,1951-2000,Lägenhet,No,Yes,0.8
Malm,29.4,2011-present,Lägenhet,Yes,Yes,1.73
Tomelill,82.0,1951-2000,Lägenhet,No,Yes,0.97
Malm,89.0,2011-present,Lägenhet,Yes,Yes,6.54
Stockholm,89.0,2001-2010,Lägenhet,Yes,Yes,6.09
Göteborg,64.5,1900-1950,Lägenhet,No,No,3.75
Uppsal,85.5,1951-2000,Lägenhet,Yes,Yes,2.2
Linköping,38.0,2011-present,Lägenhet,Yes,No,1.56
Uppsal,40.5,2011-present,Lägenhet,No,Yes,1.78
Uppsal,89.0,2011-present,Lägenhet,Yes,Yes,2.01
Stockholm,41.0,2011-present,Lägenhet,Yes,Yes,3.29
Värmd,88.0,2011-present,Lägenhet,Yes,Yes,4.31
Stockholm,97.0,2011-present,Lägenhet,Yes,Yes,7.09
Nack,106.0,1900-1950,Lägenhet,Yes,No,7.62
Hammar,83.0,1951-2000,Lägenhet,No,Yes,0.83
Borå,53.0,2001-2010,Lägenhet,Yes,Yes,2.39
Uppsal,82.0,2011-present,Lägenhet,Yes,Yes,2.95
Kungälv,48.0,1951-2000,Lägenhet,No,No,1.75
Sollentun,71.0,2011-present,Lägenhet,Yes,Yes,2.65
Mölndal,21.0,1951-2000,Lägenhet,No,Yes,1.35
Stockholm,84.0,1951-2000,Lägenhet,Yes,Yes,8.59
Stockholm,45.0,2001-2010,Lägenhet,Yes,Yes,3.37
Uppsal,79.0,2011-present,Lägenhet,Yes,Yes,2.6
Kristinehamn,60.5,1951-2000,Lägenhet,No,Yes,0.3
Haning,42.5,2011-present,Lägenhet,No,Yes,1.34
Eskilstun,53.5,1900-1950,Lägenhet,No,Yes,0.64
Nyköping,62.0,1951-2000,Lägenhet,Yes,Yes,1.1
Stockholm,45.0,1951-2000,Lägenhet,Yes,Yes,1.86
Västerå,62.0,2011-present,Lägenhet,No,Yes,0.59
Falköping,70.0,1951-2000,Lägenhet,No,Yes,0.24
Liding,92.0,2011-present,Lägenhet,Yes,Yes,6.85
Västerå,55.0,2011-present,Lägenhet,Yes,Yes,1.22
Boxholm,79.0,1951-2000,Lägenhet,No,Yes,0.84
Järfäll,55.0,1951-2000,Lägenhet,Yes,Yes,1.52
Botkyrk,75.0,2011-present,Lägenhet,Yes,Yes,2.8
Sigtun,36.0,2011-present,Lägenhet,Yes,Yes,1.09
Göteborg,40.0,2011-present,Lägenhet,Yes,Yes,0.98
Gällivar,44.5,1951-2000,Lägenhet,No,Yes,0.68
Hudding,96.0,2011-present,Lägenhet,No,Yes,1.4
Karlstad,80.0,1951-2000,Lägenhet,Yes,Yes,1.85
Haning,55.0,2011-present,Lägenhet,Yes,Yes,2.34
Göteborg,65.0,2011-present,Lägenhet,No,Yes,3.1
Uddevall,70.0,2011-present,Lägenhet,No,Yes,1.84
Stockholm,29.0,1900-1950,Lägenhet,Yes,No,2.69
Stockholm,51.0,1900-1950,Lägenhet,No,Yes,3.09
Kalma,52.5,1951-2000,Lägenhet,No,Yes,1.05
Sundsvall,63.0,1951-2000,Lägenhet,Yes,Yes,0.66
Burlöv,61.5,1951-2000,Lägenhet,Yes,Yes,1.1
Soln,25.0,1951-2000,Lägenhet,Yes,No,1.94
Sundbyberg,40.0,2011-present,Lägenhet,Yes,Yes,2.89
Kalma,40.0,1900-1950,Lägenhet,Yes,Yes,1.42
Göteborg,64.9,1951-2000,Lägenhet,Yes,Yes,3.69
Lund,88.2,1951-2000,Lägenhet,No,Yes,2.94
Stockholm,51.0,1900-1950,Lägenhet,No,Yes,2.32
Stockholm,88.0,1951-2000,Lägenhet,Yes,Yes,3.87
Göteborg,31.0,1900-1950,Lägenhet,Yes,Yes,2.59
Stockholm,48.0,1900-1950,Lägenhet,No,Yes,2.89
Oskarshamn,35.0,1951-2000,Lägenhet,Yes,No,0.43
Ume,78.0,1951-2000,Lägenhet,No,Yes,2.74
Kalma,113.0,Before 1900s,Lägenhet,No,No,3.2
Sundsvall,57.0,1951-2000,Lägenhet,Yes,Yes,0.71
Gävl,72.0,2011-present,Lägenhet,Yes,Yes,1.76
Jönköping,24.0,1900-1950,Lägenhet,No,No,1.32
Malm,89.0,1951-2000,Lägenhet,Yes,Yes,5.3
Halmstad,59.0,1900-1950,Lägenhet,No,Yes,1.8
Härnösand,64.7,1951-2000,Lägenhet,No,Yes,0.33
Linköping,77.0,1951-2000,Lägenhet,No,Yes,1.19
Hörb,54.5,1951-2000,Lägenhet,No,Yes,0.76
Svedal,55.0,2011-present,Lägenhet,Yes,Yes,1.6
Borå,52.0,1951-2000,Lägenhet,No,Yes,0.84
Falkenberg,72.5,1951-2000,Lägenhet,No,Yes,1.2
Stockholm,78.0,1951-2000,Lägenhet,No,Yes,2.47
Göteborg,50.0,1900-1950,Lägenhet,No,No,2.0
Upplands-Bro,69.0,2011-present,Lägenhet,Yes,Yes,2.02
Skövd,84.0,1900-1950,Lägenhet,No,Yes,1.74
Soln,53.5,1900-1950,Lägenhet,No,Yes,3.19
Stockholm,40.0,1900-1950,Lägenhet,Yes,No,3.8
Stockholm,28.0,1900-1950,Lägenhet,No,Yes,2.29
Enköping,100.0,1951-2000,Lägenhet,No,Yes,1.53
Jönköping,79.5,1951-2000,Lägenhet,No,Yes,1.68
Fagerst,51.0,2011-present,Lägenhet,No,Yes,0.28
Uppsal,20.0,1900-1950,Lägenhet,Yes,Yes,1.69
Uppsal,82.4,1951-2000,Lägenhet,No,Yes,2.88
Tre,52.0,1900-1950,Lägenhet,No,Yes,1.35
Linköping,72.0,1900-1950,Lägenhet,No,No,3.1
Lule,55.0,1900-1950,Lägenhet,No,Yes,1.44
Österåker,47.5,1951-2000,Lägenhet,Yes,Yes,1.69
Hudding,82.5,1951-2000,Lägenhet,Yes,Yes,1.88
Stockholm,36.0,2011-present,Lägenhet,Yes,Yes,1.68
Stockholm,39.0,2011-present,Lägenhet,Yes,Yes,3.34
Ume,54.7,1900-1950,Lägenhet,No,Yes,1.85
Malm,100.0,1900-1950,Lägenhet,No,Yes,4.4
Sandviken,52.5,1900-1950,Lägenhet,No,Yes,0.77
Sundbyberg,33.0,1900-1950,Lägenhet,No,Yes,2.35
Örnsköldsvik,50.5,1951-2000,Lägenhet,No,Yes,0.98
Stockholm,48.0,2011-present,Lägenhet,Yes,Yes,2.68
Göteborg,72.0,1951-2000,Lägenhet,Yes,Yes,1.44
Hörb,80.5,1951-2000,Lägenhet,No,Yes,1.23
Norrköping,73.0,1900-1950,Lägenhet,No,Yes,1.73
Sollentun,44.0,2011-present,Lägenhet,Yes,Yes,2.79
Älmhult,41.0,1951-2000,Lägenhet,Yes,Yes,0.46
Södertälj,41.0,2011-present,Lägenhet,No,Yes,2.18
Östersund,57.5,1900-1950,Lägenhet,No,Yes,1.15
Malm,75.0,2011-present,Lägenhet,Yes,Yes,1.92
Stockholm,76.0,1951-2000,Lägenhet,Yes,Yes,2.5
Stockholm,83.0,2011-present,Lägenhet,Yes,Yes,5.8
Surahammar,26.3,1951-2000,Lägenhet,No,No,0.35
Stockholm,54.0,2011-present,Lägenhet,Yes,Yes,3.99
Linköping,105.0,2011-present,Lägenhet,Yes,Yes,3.37
UpplandsVäsb,75.0,1951-2000,Lägenhet,Yes,Yes,2.09
Borå,62.0,1951-2000,Lägenhet,No,Yes,1.29
Uppsal,38.5,1900-1950,Lägenhet,No,Yes,1.47
Österåker,96.0,2011-present,Lägenhet,Yes,Yes,3.99
Stockholm,101.5,2001-2010,Lägenhet,Yes,Yes,7.52
Lund,48.0,2001-2010,Lägenhet,Yes,Yes,1.69
Avest,74.0,1951-2000,Lägenhet,Yes,Yes,0.7
Skellefte,56.5,2011-present,Lägenhet,No,No,0.94
Perstorp,52.0,1951-2000,Lägenhet,No,Yes,0.2
Göteborg,84.5,2011-present,Lägenhet,Yes,Yes,4.6
Gällivar,63.0,1951-2000,Lägenhet,No,Yes,0.7
Karlstad,77.0,1951-2000,Lägenhet,Yes,Yes,1.19
Uppsal,29.5,1951-2000,Lägenhet,No,Yes,1.22
Borläng,68.5,2011-present,Lägenhet,No,Yes,1.55
Kalma,82.5,1951-2000,Lägenhet,Yes,Yes,1.1
Göteborg,103.0,2011-present,Lägenhet,Yes,Yes,4.63
Gävl,55.3,2011-present,Lägenhet,Yes,Yes,1.5
Nack,67.0,1900-1950,Lägenhet,Yes,Yes,3.38
Malm,75.0,2011-present,Lägenhet,Yes,Yes,3.6
Göteborg,117.0,2011-present,Lägenhet,No,Yes,4.99
Gotland,50.0,2011-present,Lägenhet,Yes,Yes,2.03
Stockholm,85.0,2011-present,Lägenhet,Yes,Yes,3.22
Stockholm,89.5,1951-2000,Lägenhet,No,Yes,2.81
Sundbyberg,37.0,1900-1950,Lägenhet,Yes,Yes,2.58
Malm,54.0,2011-present,Lägenhet,Yes,Yes,2.02
Stockholm,85.0,2011-present,Lägenhet,No,Yes,2.29
Vänersborg,110.0,2011-present,Lägenhet,No,Yes,2.35
Göteborg,91.8,1951-2000,Lägenhet,Yes,Yes,3.45
Leksand,65.0,1951-2000,Lägenhet,No,Yes,0.49
Tyres,93.0,2011-present,Lägenhet,Yes,Yes,4.29
